"Participante","Canal","EpocaMOR","NumEpoca","Valido","Estacionario","Grupo","Etapa","Indice","Particiopante"
0,"Fp2",0,0,1,1,1,0,1,8
0,"Fp2",0,0,1,1,1,0,2,8
0,"Fp2",0,0,1,1,1,0,3,8
0,"Fp2",0,0,1,1,1,0,4,8
0,"Fp2",0,0,1,1,1,0,5,8
0,"Fp2",0,0,1,1,1,0,6,8
0,"Fp2",0,0,1,1,1,0,7,8
0,"Fp2",0,0,1,1,1,0,8,8
0,"Fp2",0,0,1,1,1,0,9,8
0,"Fp2",0,0,1,1,1,0,10,8
0,"Fp2",0,0,1,1,1,1,11,8
0,"Fp2",0,0,1,1,1,1,12,8
0,"Fp2",0,0,1,1,1,1,13,8
0,"Fp2",0,0,1,1,1,1,14,8
0,"Fp2",0,0,1,1,1,1,15,8
0,"Fp2",0,0,1,1,1,1,16,8
0,"Fp2",0,0,1,1,1,1,17,8
0,"Fp2",0,0,1,1,1,1,18,8
0,"Fp2",0,0,1,1,1,1,19,8
0,"Fp2",0,0,1,1,1,1,20,8
0,"Fp2",0,0,1,1,1,1,21,8
0,"Fp2",0,0,1,1,1,1,22,8
0,"Fp2",0,0,1,1,1,1,23,8
0,"Fp2",0,0,1,1,1,1,24,8
0,"Fp2",0,0,1,1,1,1,25,8
0,"Fp2",0,0,1,1,1,1,26,8
0,"Fp2",0,0,1,1,1,1,27,8
0,"Fp2",0,0,1,1,1,1,28,8
0,"Fp2",0,0,1,1,1,1,29,8
0,"Fp2",0,0,1,1,1,1,30,8
0,"Fp2",0,0,1,1,1,1,31,8
0,"Fp2",0,0,1,1,1,1,32,8
0,"Fp2",0,0,1,1,1,1,33,8
0,"Fp2",0,0,1,1,1,1,34,8
0,"Fp2",0,0,1,1,1,1,35,8
0,"Fp2",0,0,1,1,1,1,36,8
0,"Fp2",0,0,1,1,1,1,37,8
0,"Fp2",0,0,1,1,1,1,38,8
0,"Fp2",0,0,1,1,1,1,39,8
0,"Fp2",0,0,1,1,1,1,40,8
0,"Fp2",0,0,1,1,1,1,41,8
0,"Fp2",0,0,1,1,1,1,42,8
0,"Fp2",0,0,1,1,1,1,43,8
0,"Fp2",0,0,1,1,1,1,44,8
0,"Fp2",0,0,1,1,1,1,45,8
0,"Fp2",0,0,1,0,1,1,46,8
0,"Fp2",0,0,1,0,1,1,47,8
0,"Fp2",0,0,1,0,1,1,48,8
0,"Fp2",0,0,1,1,1,1,49,8
0,"Fp2",0,0,1,1,1,1,50,8
0,"Fp2",0,0,1,1,1,1,51,8
0,"Fp2",0,0,1,1,1,1,52,8
0,"Fp2",0,0,1,1,1,1,53,8
0,"Fp2",0,0,1,1,1,1,54,8
0,"Fp2",0,0,1,1,1,1,55,8
0,"Fp2",0,0,1,1,1,1,56,8
0,"Fp2",0,0,1,1,1,1,57,8
0,"Fp2",0,0,1,1,1,1,58,8
0,"Fp2",0,0,1,1,1,1,59,8
0,"Fp2",0,0,1,1,1,1,60,8
