"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",3,0.117509123958272,0.208001699681292,0.191405380770033,0.325059966659373,0.158023828931031,0.431532543439961,0,1
"Fp1",3,0.124123970625234,0.214605893541827,0.188058799314668,0.315947998230615,0.157263338287656,11.4299260837377,0,1
"F8",3,0.0860677919022257,0.167675417455395,0.189227093047975,0.396031213925527,0.160998483668878,0.071814622353451,0,1
"F7",3,0.145267060064301,0.246116951165823,0.199887723295586,0.290144384654679,0.118583880819611,1.61057689027007,0,1
"F4",3,0.103101758438059,0.188901858564606,0.186012248050433,0.343318178547187,0.178665956399715,0.155771523648702,0,1
"F3",3,0.098885839259137,0.183954889366408,0.189604814710123,0.343519539187634,0.184034917476698,0.0687853744123919,0,1
"T4",3,0.0959332131703033,0.181169417696755,0.191751815304706,0.385539662325345,0.14560589150289,0.0540031414772664,0,1
"T3",3,0.0943611659042403,0.179781311109382,0.193756457408233,0.387623289344141,0.144477776234004,0.0373732505670357,0,1
"C4",3,0.0999118268968911,0.189116869266029,0.201033222852257,0.372621909791134,0.137316171193688,0.0928929332663795,0,1
"C3",3,0.096894994118521,0.183902053318805,0.196272787597155,0.373342439951393,0.149587725014127,0.0868793140258501,0,1
"T6",3,0.0857469625461101,0.166461692050261,0.188749852090271,0.412272308981122,0.146769184332236,0.0369128717342153,0,1
"T5",3,0.080637746120505,0.157772849259073,0.181391036172341,0.415477323218236,0.164721045229844,0.0269066826048788,0,1
"P4",3,0.0868137862228636,0.167765190514392,0.187518743063624,0.401303435484063,0.156598844715057,0.079690447050656,0,1
"P3",3,0.0842012139918841,0.162825631103709,0.181799471517435,0.397266074413625,0.173907608973347,0.0651624132618568,0,1
"O2",3,0.0910229976349375,0.176530526875891,0.197684487388315,0.411009931535892,0.123752056564964,0.0705547186964587,0,1
"O1",3,0.0852884514176036,0.166063136945474,0.188429081742039,0.41464741781302,0.145571912081862,0.0686210873433835,0,1
"FZ",3,0.165433396843488,0.293648090242928,0.26013771129194,0.261022853716634,0.0197579479050094,0.809997842630483,0,1
"CZ",3,0.103252571997944,0.195628255875022,0.206968014289715,0.37090992476494,0.123241233072379,0.124403369462759,0,1
"PZ",3,0.0944112862783066,0.181753528394823,0.199256567127624,0.395507829074058,0.129070789125188,0.101495959205579,0,1
"LOG",3,0.191230300315345,0.309285805307534,0.209389381039696,0.230922590319586,0.0591719230178391,2.10140390261068,0,1
"ROG",3,0.162396029237225,0.271063053878079,0.205749343588816,0.285911616167132,0.074879957128749,1.29069274995513,0,1
"EMG",3,0.027602925192456,0.0550472098278044,0.0680488897477787,0.229592157729297,0.619708817502664,9.65988819134624e-05,0,1
"Fp2",3,0.163843660793157,0.284442756481445,0.237919180496183,0.261343534192761,0.0524508680364537,0.907970840568339,0,0
"Fp1",3,0.163648939447674,0.282831631290339,0.235926483205049,0.259830602759758,0.0577623432971798,0.738066660832034,0,0
"F8",3,0.147389619247743,0.251463173902512,0.205609690950128,0.261434417094306,0.134103098805311,0.820430984537168,0,0
"F7",3,0.154317101623305,0.275788812297367,0.247396721657124,0.276309092736634,0.0461882716855696,0.311748946345785,0,0
"F4",3,0.137611463716056,0.250262645085982,0.238017475312419,0.313597369873126,0.0605110460124175,0.494365325373515,0,0
"F3",3,0.134830340427539,0.244547462726719,0.233521841266758,0.317219854514527,0.0698805010644568,0.39892635279447,0,0
"T4",3,0.108583757846738,0.210226849202441,0.228429225076841,0.394163585680654,0.0585965821933262,0.1179776362653,0,0
"T3",3,0.116252108303705,0.220581373061964,0.23115027787472,0.372986551504361,0.0590296892552504,0.148916210326255,0,0
"C4",3,0.118165488745976,0.221727990361033,0.229705929485579,0.367821624336527,0.0625789670708849,0.356915682368956,0,0
"C3",3,0.116416184400024,0.218087475594212,0.225680725605606,0.368327244162284,0.0714883702378738,0.374602924522161,0,0
"T6",3,0.106669420832741,0.205481611843827,0.223390981127039,0.398243322879967,0.0662146633164258,0.126163069080572,0,0
"T5",3,0.096573522249996,0.187739632532962,0.21109609236566,0.42303947567153,0.0815512771798514,0.102467632783102,0,0
"P4",3,0.106916396902946,0.203287524277517,0.21741200746786,0.391802572213865,0.0805814991378121,0.266919781503755,0,0
"P3",3,0.101958883820693,0.194587622005552,0.210792082244811,0.398386929840429,0.094274482088515,0.224986376891593,0,0
"O2",3,0.113960601133262,0.216072035371223,0.226296504243253,0.376800730726559,0.0668701285257035,0.219729906966821,0,0
"O1",3,0.110249034511144,0.208732067129117,0.219989259583008,0.381283607898767,0.0797460308779636,0.214201803549877,0,0
"FZ",3,0.133848032115865,0.244552462921911,0.240325537949491,0.341237846768594,0.0400361202441387,0.488375438194293,0,0
"CZ",3,0.124749324817968,0.23218423933095,0.235043313318307,0.349503475026099,0.0585196475066758,0.561764375581676,0,0
"PZ",3,0.113633180053441,0.214476210640457,0.224167842574446,0.378228723323797,0.0694940434078599,0.381003472457922,0,0
"LOG",3,0.185623111881506,0.317210359100852,0.247671078144873,0.224374408002163,0.0251210428706053,0.828363352354248,0,0
"ROG",3,0.165859801336846,0.290606474471168,0.243587262016393,0.270976192246388,0.028970269929206,0.445066157747476,0,0
"EMG",3,0.031085865306528,0.0619338844365857,0.0761016557881251,0.24934779484148,0.581530799627281,7.80248274713341e-05,0,0
