"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",9,0.231165907857098,0.355053638525289,0.193659069113404,0.158526086532022,0.0615952979721881,1.1412174578907,1,1
"Fp1",9,0.231165907857098,0.355053638525289,0.193659069113404,0.158526086532022,0.0615952979721881,1.1412174578907,1,1
"F8",9,0.19866685486444,0.315209407084675,0.200176182450457,0.205408487084257,0.0805390685161702,0.470004638292672,1,1
"F7",9,0.221983590141861,0.343653785157477,0.195667873580234,0.168723623225591,0.0699711278948366,0.512710637536364,1,1
"F4",9,0.208646827366563,0.330335872335238,0.202653604796226,0.193331501627711,0.0650321938742614,0.832872630818883,1,1
"F3",9,0.116350107627123,0.201249096606308,0.175120841497434,0.309140909047196,0.198139045221939,0.386093725568423,1,1
"T4",9,0.134164267621002,0.234183221693839,0.199861433622953,0.294517191185339,0.137273885876866,0.0555724210754496,1,1
"T3",9,0.155689965975991,0.263965866355662,0.204189518104283,0.260017877599411,0.116136771964652,0.0850013030132669,1,1
"C4",9,0.121344521953498,0.222465850105319,0.21710518014678,0.320061769672348,0.119022678122055,0.084385761557673,1,1
"C3",9,0.121226268483707,0.220828433638505,0.21240179405171,0.316313043599304,0.129230460226775,0.0811909977896672,1,1
"T6",9,0.228537594649843,0.330027016198468,0.164892816236828,0.192930445068609,0.083612127846251,1.57968854636609,1,1
"T5",9,0.139446974948021,0.243971299011889,0.20840142124845,0.288423498313931,0.11975680647771,0.101877219012375,1,1
"P4",9,0.107510146041661,0.198965264770686,0.201291031975485,0.340609899832671,0.151623657379499,0.0563782134277982,1,1
"P3",9,0.100222321593749,0.187808525066801,0.195697680477063,0.355784309087573,0.160487163774815,0.0503266521803081,1,1
"O2",9,0.126850885968845,0.227926765933423,0.211896402488236,0.307096656793135,0.126229288816361,0.107547529962242,1,1
"O1",9,0.110474709832529,0.205864640446437,0.210263036159895,0.349248218651771,0.124149394909369,0.0648113861213173,1,1
"FZ",9,0.143193848523618,0.25568418367913,0.231585851519821,0.279911531914851,0.0896245843625801,0.15940679661747,1,1
"CZ",9,0.124155995847119,0.229352519623523,0.226685307682259,0.319292561516085,0.100513615331014,0.115690233964266,1,1
"PZ",9,0.109552253845368,0.203968378038496,0.207915434749701,0.342507036949905,0.136056896416531,0.0714616717090001,1,1
"LOG",9,0.287312665186068,0.408550551578227,0.166956750656194,0.105456331163877,0.0317237014156335,3.00029617934635,1,1
"ROG",9,0.25036065648977,0.37051350089139,0.182466061425693,0.149109012467331,0.0475507687258158,1.40829504681518,1,1
"EMG",9,0.0261648170219116,0.0522581254370983,0.0648669077112449,0.223241224135334,0.633468925694411,3.80341696064589e-05,1,1
"Fp2",9,0.161324545291235,0.278223775279547,0.23611644024201,0.25480605722538,0.069529181961828,0.532122671651517,1,0
"Fp1",9,0.161324545291235,0.278223775279547,0.23611644024201,0.25480605722538,0.069529181961828,0.532122671651517,1,0
"F8",9,0.139508147029562,0.249753901762704,0.233676909709926,0.295069757885719,0.0819912836120883,0.118093928906756,1,0
"F7",9,0.144187543864747,0.255392263441464,0.231437885634793,0.287343456548879,0.0816388505101161,0.136929533068744,1,0
"F4",9,0.149226014929281,0.264059471111327,0.237476288155557,0.279201703398458,0.0700365224053763,0.321309029009216,1,0
"F3",9,0.174405278565975,0.289390022186504,0.217484206725557,0.218459383061252,0.100261109460712,1.47318998562265,1,0
"T4",9,0.117054367128246,0.215668550017846,0.215103356752472,0.339447270501011,0.112726455600424,0.0625453159854315,1,0
"T3",9,0.117945077705702,0.217117604215654,0.215591608716351,0.335533622710611,0.113812086651682,0.0625289234393739,1,0
"C4",9,0.125905398280848,0.230931588539247,0.227004856647186,0.320631341831461,0.0955268147012568,0.240032669976875,1,0
"C3",9,0.121465098429955,0.223599727882694,0.221844366875878,0.327290697792947,0.105800109018526,0.210431798607434,1,0
"T6",9,0.13135155997884,0.232412192257599,0.209523951018562,0.320115499612575,0.106596797132424,0.262908693146273,1,0
"T5",9,0.114778877020926,0.209181940467781,0.203531852809363,0.347250589110233,0.125256740591697,0.126782651970687,1,0
"P4",9,0.113077532281465,0.210812179003322,0.214255846069571,0.34513754038097,0.116716902264671,0.170723583540355,1,0
"P3",9,0.109569766262301,0.20490382486697,0.210056787097664,0.351715736861289,0.123753884911776,0.163069014288723,1,0
"O2",9,0.110692983260348,0.206861856292154,0.211855669144501,0.353623949898789,0.116965541404208,0.121657897796342,1,0
"O1",9,0.109067817589332,0.20472553198984,0.21124522203674,0.363184878754568,0.11177654962952,0.138055804136054,1,0
"FZ",9,0.140965831327044,0.254334711512099,0.239580698580336,0.294529685761621,0.0705890728189016,0.33762664063935,1,0
"CZ",9,0.131733304492303,0.24038472742621,0.233018189757523,0.308126068145862,0.0867377101781025,0.417338085337913,1,0
"PZ",9,0.11913259082272,0.220775329780589,0.220546930618837,0.333292197112715,0.106252951665139,0.281915875347112,1,0
"LOG",9,0.17349605883916,0.297222766467097,0.244369582522067,0.236058825238418,0.0488527669332583,0.270593310619165,1,0
"ROG",9,0.152766650075216,0.26683841284843,0.235069525394991,0.278738129236819,0.0665872824445434,3.11223577042388,1,0
"EMG",9,0.0215481193307562,0.0430935528284834,0.0537724564804123,0.191525439871175,0.690060431489173,0.000141858316204659,1,0
