"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",2,0.000224446253748829,0.000393636027474487,0.000343530632644379,0.000458666623822738,0.000152047847115634,0.230004492901324,0,1
"Fp1",2,0.000230592366448025,0.000400891325229233,0.000346491167441043,0.000448086861300502,0.000147193426472449,0.295035990450802,0,1
"F8",2,0.000228736350192562,0.000398084675585578,0.000338639406701794,0.00045602522609562,0.000149968693904766,0.160529515830652,0,1
"F7",2,0.000222189798232622,0.000392547301032718,0.000350335899541037,0.000472150737939651,0.000135518578895726,0.156757144280141,0,1
"F4",2,0.000198083223090299,0.00036053145469989,0.000346812373375121,0.000501075744350946,0.000163981924380653,0.147426733211523,0,1
"F3",2,0.000198525641432018,0.000359605414169004,0.000342652272217367,0.000505206654364283,0.000164597071368045,0.152598651643065,0,1
"T4",2,0.000176795944285635,0.000326534638456598,0.000329959500082622,0.000551675517515915,0.000189456690763527,0.032997770278341,0,1
"T3",2,0.000192159990717395,0.00035341559730558,0.000348391564782254,0.000534516395822276,0.000145977119976856,0.0670633044483731,0,1
"C4",2,0.000179793121651795,0.000328928360706242,0.000323884339750913,0.000524296091454333,0.000211504041549439,0.136219272884747,0,1
"C3",2,0.000185526533320246,0.000340263612278839,0.000335550869097312,0.000522924350967389,0.000183458141683439,0.152642771646728,0,1
"T6",2,0.000181624808787017,0.000338574371175954,0.000343634656129151,0.000559177049393164,0.000152810974369532,0.0449159961710187,0,1
"T5",2,0.000186461336476531,0.000347163566404748,0.000348782336935807,0.000552239632283956,0.00014118523419875,0.0705442107899103,0,1
"P4",2,0.000177322806539937,0.000326967774160502,0.000326866546279422,0.000537615828139617,0.00020332894809308,0.121303615529718,0,1
"P3",2,0.000172824596530905,0.000321639392568722,0.000325846512550742,0.00055235974328426,0.000198098221500963,0.113380522021659,0,1
"O2",2,0.000197544158992313,0.000366005810155027,0.000363534421187058,0.000531095077307142,0.000118377176093331,0.0937378880781589,0,1
"O1",2,0.000186647556160134,0.000347296501467905,0.000347814883162024,0.000546341437415839,0.000147625811902699,0.107585287495514,0,1
"FZ",2,0.000198454659415117,0.000362099597843902,0.000350715443198553,0.000505509564043871,0.000151874662789108,0.197308062404068,0,1
"CZ",2,0.000197276356087882,0.000359266208004881,0.000346531021002144,0.000496617057297163,0.000166125352590383,0.218467990007669,0,1
"PZ",2,0.000187431570995244,0.00034450433863828,0.00033854736616464,0.00051780218387154,0.00018095934139926,0.151110521658398,0,1
"LOG",2,0.000305209599145969,0.000498616558956419,0.000356101421942136,0.000348647877389092,6.5206096657926e-05,1.25421280328263,0,1
"ROG",2,0.000291741953685488,0.000473841715860343,0.000338247921376424,0.000372902158623569,9.38395429206051e-05,1.41786057756479,0,1
"EMG",2,3.45940045168252e-05,6.91261668732768e-05,8.61278389049045e-05,0.000305453299597621,0.000513443655534751,1.02098347731119e-05,0,1
"Fp2",2,0.000350727724844152,0.000576223924965512,0.00038886133568762,0.000192547151994786,2.16640489105072e-05,0.722021839620932,0,0
"Fp1",2,0.000341549141073862,0.000566020194223256,0.000394347160587679,0.000204858307954498,2.46521628093477e-05,0.667190462125344,0,0
