"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",9,0.000719073463791258,0.00110723788078267,0.000611438668519039,0.000504667256729939,0.00019622794288864,1.1412174578907,1,1
"Fp1",9,0.000719073463791258,0.00110723788078267,0.000611438668519039,0.000504667256729939,0.00019622794288864,1.1412174578907,1,1
"F8",9,0.000624881527952339,0.000989341827425133,0.000624534096340085,0.000644413178458186,0.000255194883848064,0.470004638292672,1,1
"F7",9,0.000694313999209253,0.00107770301292801,0.000615715729849125,0.000542900709066244,0.000228503680696118,0.512710637536364,1,1
"F4",9,0.000653389590502874,0.0010370943857964,0.000631202559643458,0.000591891774026807,0.000197313342805634,0.832872630818883,1,1
"F3",9,0.000370679948292282,0.000641674079953066,0.000554613852584651,0.000968998687586951,0.000605436637756829,0.386093725568423,1,1
"T4",9,0.000428018262657572,0.000743826071356855,0.000625974608639789,0.000922868930119846,0.000427715731384938,0.0555724210754496,1,1
"T3",9,0.000492707770506564,0.000834673024173841,0.000642421765836281,0.000816625040652059,0.000365436576949602,0.0850013030132669,1,1
"C4",9,0.000387011797470194,0.000705412197248165,0.000678739451678994,0.00100692790047093,0.000373281824945712,0.084385761557673,1,1
"C3",9,0.000382299547287014,0.000695491630772936,0.000666103122547245,0.000998906457067692,0.000410672204943451,0.0811909977896672,1,1
"T6",9,0.000708724071947403,0.00103688569662247,0.000508748241641431,0.000588558850998831,0.000253915454616404,1.57968854636609,1,1
"T5",9,0.00043957991697209,0.000769792003571057,0.000655667261257626,0.000896079377212904,0.000370182908144334,0.101877219012375,1,1
"P4",9,0.000343603032002909,0.000633734822311114,0.000633475920399772,0.00106989957896188,0.000471572962862356,0.0563782134277982,1,1
"P3",9,0.000318883611933046,0.000595836028629427,0.000616444497216452,0.00111567998575282,0.000503380085387877,0.0503266521803081,1,1
"O2",9,0.000401908440125044,0.000721772776787847,0.00066945428782813,0.000953878519978941,0.000390222688075323,0.107547529962242,1,1
"O1",9,0.000352845479278678,0.000655026431013753,0.000661707767087771,0.00109272001728636,0.000393120553598824,0.0648113861213173,1,1
"FZ",9,0.000452707214803237,0.000806067595873354,0.000723621510234547,0.000888836134002299,0.00028775928463412,0.15940679661747,1,1
"CZ",9,0.000394657568584179,0.000725942652117018,0.000707980938070992,0.00100985406225802,0.000318386559775331,0.115690233964266,1,1
"PZ",9,0.000349378409494577,0.000648336149155531,0.000652792298518172,0.00107802056362149,0.000426660914262626,0.0714616717090001,1,1
"LOG",9,0.000890989981990585,0.001274374959215,0.000528843257644309,0.000349508628994698,0.000108904240334987,3.00029617934635,1,1
"ROG",9,0.000779892985360706,0.00115642584601806,0.000573312865874649,0.000488871154618212,0.000153745960739264,1.40829504681518,1,1
"EMG",9,8.36320119756177e-05,0.000167062626432785,0.000207459072222746,0.000704653226731701,0.00168601095123585,3.80341696064589e-05,1,1
"Fp2",9,0.000773159708199226,0.00132156928492736,0.00107216262713244,0.00126670877516841,0.000429708245071809,0.532122671651517,1,0
"Fp1",9,0.000773159708199226,0.00132156928492736,0.00107216262713244,0.00126670877516841,0.000429708245071809,0.532122671651517,1,0
"F8",9,0.000709781549160508,0.00123706263552525,0.00106067113553319,0.00139306652192752,0.000478170424072061,0.118093928906756,1,0
"F7",9,0.000722865153265145,0.00125198490510029,0.00105529727668993,0.00136330866495369,0.000475247610322498,0.136929533068744,1,0
"F4",9,0.000740653422946054,0.00128268109471418,0.00107454098885268,0.00132859585286912,0.000428697132997882,0.321309029009216,1,0
"F3",9,0.000800143559669075,0.00133098051998364,0.000971999741963613,0.00112625876570555,0.000530853268198507,1.47318998562265,1,0
"T4",9,0.000632041710077655,0.00112484915502099,0.00100584792033869,0.00154509425218864,0.000576515181725699,0.0625453159854315,1,0
"T3",9,0.000639136287274861,0.00112879494215216,0.000999464621544659,0.00152302928601941,0.000587092261175493,0.0625289234393739,1,0
"C4",9,0.000667979614120616,0.00117839549312783,0.00103678461478903,0.00147082774339879,0.000520884815514042,0.240032669976875,1,0
"C3",9,0.000652690026156878,0.00115327365658032,0.00102040730277882,0.00149648282342736,0.000552431252240805,0.210431798607434,1,0
"T6",9,0.000670209007803381,0.00116462335732336,0.000978189450507977,0.0014603431241044,0.000554045418586731,0.262908693146273,1,0
"T5",9,0.000618262917934725,0.00109152125284512,0.000962419363619195,0.00156188997808662,0.00062780049464084,0.126782651970687,1,0
"P4",9,0.000620975332197857,0.00110751602065034,0.000993154622669852,0.0015481545999647,0.000594165360355341,0.170723583540355,1,0
"P3",9,0.000609227672435843,0.00108806794874093,0.00097935038041675,0.00156776761525743,0.000617160712469188,0.163069014288723,1,0
"O2",9,0.000612266332046602,0.00109293393571568,0.000984521758703677,0.00158387986274862,0.000603565669271876,0.121657897796342,1,0
"O1",9,0.000603914819871488,0.00108125492941627,0.000983258683301749,0.00161325958214345,0.000590662422418107,0.138055804136054,1,0
"FZ",9,0.000718086680379925,0.00125524723035781,0.00107770329695861,0.00139319310757695,0.000440962757663791,0.33762664063935,1,0
"CZ",9,0.000684694577413261,0.00120545940158041,0.00105399670363886,0.00143214389182606,0.000492432324134882,0.417338085337913,1,0
"PZ",9,0.000640214810855169,0.00113795118562792,0.00101177960755041,0.00150960089664602,0.00055919514471799,0.281915875347112,1,0
"LOG",9,0.000808589964881816,0.00137524582537494,0.00108928878500885,0.00119775123645499,0.000367706608567467,0.270593310619165,1,0
"ROG",9,0.000728619694772751,0.00126502237373537,0.00106711876653441,0.00137060035837449,0.000438142253365587,3.11223577042388,1,0
"EMG",9,0.000177827205598788,0.000341399713825091,0.000370658673948645,0.00108737299312049,0.00174539297100964,0.000141858316204659,1,0
