"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",6,0.226637539817153,0.348388208538032,0.199336081080642,0.16046556528192,0.0651726052822525,160.75656576172,1,1
"Fp1",6,0.215147601264813,0.338097287231377,0.20724805927922,0.168711254648092,0.0707957975764982,79.7071525469591,1,1
"F8",6,0.191031538517465,0.306088343545316,0.206453548921467,0.212002328205577,0.0844242408101746,45.7771372436339,1,1
"F7",6,0.2073774499531,0.331131592057758,0.212633992440427,0.178415363999087,0.0704416015496295,36.4784075217462,1,1
"F4",6,0.168747912051971,0.285612418850784,0.226532297309854,0.234403566349611,0.0847038054377797,24.3855027078604,1,1
"F3",6,0.167717184296946,0.288040811814531,0.233117385083233,0.230790700950103,0.0803339178551867,14.399775862081,1,1
"T4",6,0.158270278635434,0.26487996112485,0.205917148338661,0.262487508986346,0.108445102914709,13.4300783464597,1,1
"T3",6,0.172116564517543,0.292022172306179,0.228872148709547,0.224526618544047,0.0824624959226837,7.53436270834789,1,1
"C4",6,0.150539448694165,0.262722680775462,0.227045682594278,0.263385620647365,0.09630656728873,11.9118690380165,1,1
"C3",6,0.149836149064553,0.265560856546304,0.237894420499424,0.257441565879787,0.0892670080099311,7.89369953297872,1,1
"T6",6,0.123654673249606,0.223109904641894,0.211822111554123,0.309514668639465,0.131898641914913,4.29212073781991,1,1
"T5",6,0.111076344726837,0.203363684608328,0.201834409259343,0.324907686749205,0.158817874656286,1.96839730221283,1,1
"P4",6,0.128572665083833,0.233439927805867,0.223696830944041,0.302262375732597,0.112028200433661,6.86539945990086,1,1
"P3",6,0.124222652579338,0.226108094457259,0.219182872603708,0.305059664895682,0.125426715464013,4.50636124947745,1,1
"O2",6,0.118677231431272,0.217678716830432,0.214094369391033,0.320418938118293,0.129130744228969,3.67819348675069,1,1
"O1",6,0.1196637492104,0.219812470745661,0.216951078973699,0.32010187792226,0.12347082314798,5.20797808029598,1,1
"FZ",6,0.157066827737652,0.274169694699307,0.23543627979522,0.248449775026018,0.0848774227418034,15.8331066196431,1,1
"CZ",6,0.145488184559332,0.259780881522644,0.238583072326536,0.268898130335011,0.0872497312564767,11.1037079242968,1,1
"PZ",6,0.132914013153958,0.241239176371438,0.230873043713366,0.295415332120844,0.099558434640393,8.35316251557729,1,1
"LOG",6,0.277249762293337,0.410759462481934,0.187310863595771,0.0943218143365137,0.0303580972924439,194.905781091529,1,1
"ROG",6,0.288419562075473,0.405019531773853,0.16444324097053,0.108713560486294,0.0334041046938502,571.007766455407,1,1
"EMG",6,0.0224425022757462,0.0447473226436643,0.0554668113863185,0.194867806207006,0.682475557487265,0.0256042049857447,1,1
"Fp2",6,0.227040739343334,0.366517167959474,0.24077004904188,0.137469814577287,0.0282022290780248,60.431605305414,1,0
"Fp1",6,0.225358359512106,0.364750567550664,0.245211790830895,0.134706038055667,0.0299732440506674,46.7102915198828,1,0
"F8",6,0.184190695319569,0.316261221462019,0.256880196905631,0.205704626564992,0.0369632597477887,24.9005272626496,1,0
"F7",6,0.19845399591159,0.333989673640838,0.257879881546864,0.175340441560619,0.0343360073400881,24.8479695687872,1,0
"F4",6,0.181057363319369,0.312645853047989,0.261045354603888,0.209823670563557,0.0354277584651968,30.1137746592905,1,0
"F3",6,0.18265536825337,0.314448776857164,0.260292840287794,0.205277581557101,0.0373254330445704,26.4320731374244,1,0
"T4",6,0.170894324022203,0.298176156837396,0.25654721597527,0.229681234495677,0.0447010686694543,13.0155028639302,1,0
"T3",6,0.175294152337983,0.30428976531554,0.257791505422787,0.219718337444574,0.0429062394791161,10.4962838884668,1,0
"C4",6,0.167587202272215,0.294832366851144,0.25872944887828,0.236198001380055,0.0426529806183052,25.1546954978073,1,0
"C3",6,0.170908115411464,0.299092755375747,0.258100489564117,0.228160918763018,0.0437377208856534,23.74584981174,1,0
"T6",6,0.163726793431173,0.290287226293371,0.255135266408929,0.244206170485943,0.046644543380584,13.757998994286,1,0
"T5",6,0.150848248124083,0.269039879213592,0.246453019098286,0.26586829637632,0.0677905571877195,7.13790001030003,1,0
"P4",6,0.162003077301823,0.287771652734112,0.256353830621056,0.247588168248436,0.0462832710945733,25.5213119811948,1,0
"P3",6,0.157530524462764,0.280305590664816,0.252707390032579,0.254635405387753,0.0548210894520891,16.9803857245896,1,0
"O2",6,0.167263714299723,0.29463781864872,0.254655830709623,0.23398473686993,0.0494578994720037,14.9072354435628,1,0
"O1",6,0.159045182917776,0.283485073145337,0.255128351577071,0.252470030507434,0.0498713618523815,20.1860595301595,1,0
"FZ",6,0.184089041626798,0.316379081939649,0.261389303840523,0.20314933767351,0.0349932349195204,38.3086047229244,1,0
"CZ",6,0.170948566484828,0.299373410694956,0.260213286880674,0.227714349213724,0.0417503867258186,39.4643019928359,1,0
"PZ",6,0.162282392395029,0.287499068434373,0.256354235118232,0.24653421881637,0.0473300852359968,32.1764328411219,1,0
"LOG",6,0.23795528499812,0.381525041801075,0.241705413400697,0.116760935775888,0.022053324024221,77.9024819424656,1,0
"ROG",6,0.221351449740041,0.360129953378573,0.247065718015324,0.146382359163973,0.0250705197020892,168.044745999604,1,0
"EMG",6,0.0259747068672201,0.0518515509432474,0.0643451038632959,0.221994714503505,0.635833923822732,0.00466652281845486,1,0
