"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",6,0.109691899642474,0.157160050930819,0.079994622363084,0.0990223080026658,0.0481406158077294,160.75656576172,1,1
"Fp1",6,0.107400274051137,0.154960445608202,0.0815383621305393,0.101311330423094,0.0486237558769384,79.7071525469591,1,1
"F8",6,0.101527747541963,0.148386629848656,0.0821783606291815,0.111675237775454,0.0526738264933811,45.7771372436339,1,1
"F7",6,0.105940873284794,0.154286245121625,0.0829539878197877,0.103389693715906,0.0487927849199449,36.4784075217462,1,1
"F4",6,0.0967657271551218,0.14414972955633,0.0872936738758172,0.116602075257919,0.0516456901208629,24.3855027078604,1,1
"F3",6,0.0966218473043648,0.14465710486554,0.0885541129543039,0.116015669541278,0.0506996004790081,14.399775862081,1,1
"T4",6,0.0939192137538265,0.138733570018685,0.082750965354732,0.122963798843033,0.0582738297188807,13.4300783464597,1,1
"T3",6,0.097258075486011,0.145046176019749,0.0872028268852842,0.115347013857798,0.0520699019158156,7.53436270834789,1,1
"C4",6,0.0925455386862449,0.138695266692026,0.0878355421569127,0.122927820744338,0.0546427895731113,11.9118690380165,1,1
"C3",6,0.0920598127626297,0.139033970856648,0.0899744748270591,0.122791416880561,0.0530152567506453,7.89369953297872,1,1
"T6",6,0.0861527356828739,0.129615224525986,0.0848719298723358,0.133655951329514,0.0626441373493329,4.29212073781991,1,1
"T5",6,0.0828186144976734,0.124938284745855,0.0830746583782355,0.138089953207542,0.0678366255648506,1.96839730221283,1,1
"P4",6,0.0868841531382523,0.131600917972671,0.0871946695376333,0.132572930588523,0.0586810932460724,6.86539945990086,1,1
"P3",6,0.0859687072021266,0.129948924605139,0.086371499678077,0.133575528770508,0.0609848159846593,4.50636124947745,1,1
"O2",6,0.0842097271284444,0.12729479489004,0.084852334407401,0.136656991502109,0.0634479180395164,3.67819348675069,1,1
"O1",6,0.0846988407277512,0.128188759143694,0.08560440527071,0.136411008799717,0.0619452270233084,5.20797808029598,1,1
"FZ",6,0.0940902968475686,0.141508472139741,0.089444298803624,0.119912412689106,0.0515840213298071,15.8331066196431,1,1
"CZ",6,0.0909630893021256,0.137576805513707,0.0901303104441816,0.125498199041497,0.0525924035225517,11.1037079242968,1,1
"PZ",6,0.0878695271266009,0.132965108943749,0.0883290558436808,0.131302529745518,0.0563504644936169,8.35316251557729,1,1
"LOG",6,0.117865965323729,0.166111576913957,0.0763596602511447,0.0876737994017296,0.0419272779930498,194.905781091529,1,1
"ROG",6,0.12108103651896,0.166111549070217,0.0711109530795508,0.0901001667709974,0.0427930033895751,571.007766455407,1,1
"EMG",6,0.0254984695180908,0.0452632885099358,0.0448357966502262,0.120498736675041,0.146602680992567,0.0256042049857447,1,1
"Fp2",6,0.0758257759069965,0.117513679146327,0.072206365413687,0.0530936412681755,0.0163337195101337,60.431605305414,1,0
"Fp1",6,0.0757759896972058,0.117576661809864,0.0731034729777867,0.0523014589950837,0.0174532810665165,46.7102915198828,1,0
"F8",6,0.0649132306928202,0.104973941691185,0.0760462578238161,0.0731187499981055,0.0198810962054341,24.9005272626496,1,0
"F7",6,0.0691213393266902,0.110264838691524,0.0765536267740606,0.063622178399253,0.0187148880982746,24.8479695687872,1,0
"F4",6,0.0640088391301656,0.104098141137263,0.0771167277004503,0.0742058207399844,0.0194420946641471,30.1137746592905,1,0
"F3",6,0.0647640332784393,0.105027301570645,0.0772138967540068,0.0726318955489547,0.0195188766236694,26.4320731374244,1,0
"T4",6,0.0611596737557435,0.0999735687358448,0.0762065413400281,0.0806817982815144,0.0222871871913821,13.0155028639302,1,0
"T3",6,0.0626389044644498,0.102061190157483,0.0767604135712464,0.0771841561867957,0.0213783514957175,10.4962838884668,1,0
"C4",6,0.0602027099007579,0.0990049595133261,0.0766578130126478,0.0821455018392809,0.0219079522536935,25.1546954978073,1,0
"C3",6,0.0613281963379036,0.100585102645019,0.0768911447244876,0.0795704614624258,0.0214079079562933,23.74584981174,1,0
"T6",6,0.0597548837356326,0.0983448269486716,0.0759752535821983,0.0836262212090386,0.022357616719219,13.757998994286,1,0
"T5",6,0.055968171938657,0.0924869448998228,0.0739265980004123,0.0900653236582739,0.0285377261043139,7.13790001030003,1,0
"P4",6,0.0587992007123352,0.0969770809879426,0.0759421077868137,0.0853919083926061,0.0232199181156728,25.5213119811948,1,0
"P3",6,0.0575386471392878,0.0950524761168285,0.0753541472540534,0.0871155189003365,0.0251570820153015,16.9803857245896,1,0
"O2",6,0.0606513493482544,0.0993816885062035,0.0756943133746123,0.0807522266106452,0.0236473092810925,14.9072354435628,1,0
"O1",6,0.0581108883873734,0.0961947797772262,0.0758045327577721,0.0863086598808707,0.024216357130354,20.1860595301595,1,0
"FZ",6,0.0650144591613375,0.105365378178255,0.0772095473824538,0.0720972471437408,0.0190935141150641,38.3086047229244,1,0
"CZ",6,0.061284586127504,0.100514649364622,0.0772941514938308,0.0792645609875016,0.0211424136854184,39.4643019928359,1,0
"PZ",6,0.0587881934652501,0.096977004908746,0.0761410103236749,0.0847552656819392,0.0231674591827152,32.1764328411219,1,0
"LOG",6,0.078900712139584,0.121550619411025,0.0720273234604859,0.0482068331708522,0.0151762347840488,77.9024819424656,1,0
"ROG",6,0.073914617226891,0.115280977587305,0.0736924068745395,0.057093560524559,0.0164592386653042,168.044745999604,1,0
"EMG",6,0.0104045386843,0.0209094074754559,0.0245540873344117,0.0797502014812467,0.142054685202261,0.00466652281845486,1,0
