"Participante","Canal","EpocaMOR","NumEpoca","Valido","Estacionario","Grupo","Etapa","Indice"
8,"F3",0,0,1,1,1,1,35
8,"F3",0,0,1,1,1,1,36
8,"F3",0,0,1,1,1,1,37
8,"F3",0,0,1,0,1,1,38
8,"F3",0,0,1,0,1,1,39
8,"F3",0,0,1,0,1,1,40
8,"T4",0,0,1,1,1,0,1
8,"T4",0,0,1,1,1,0,2
8,"T4",0,0,1,1,1,0,3
8,"T4",0,0,1,1,1,0,4
8,"T4",0,0,1,1,1,0,5
8,"T4",0,0,1,1,1,0,6
8,"T4",0,0,1,1,1,0,7
8,"T4",0,0,1,1,1,0,8
8,"T4",0,0,1,1,1,0,9
8,"T4",0,0,1,1,1,0,10
8,"T4",0,0,1,1,1,1,11
8,"T4",0,0,1,1,1,1,12
8,"T4",0,0,1,1,1,1,13
8,"T4",0,0,1,1,1,1,14
8,"T4",0,0,1,1,1,1,15
8,"T4",0,0,1,1,1,1,16
8,"T4",0,0,1,1,1,1,17
8,"T4",0,0,1,1,1,1,18
8,"T4",0,0,1,1,1,1,19
8,"T4",0,0,1,1,1,1,20
8,"T4",0,0,1,1,1,1,21
8,"T4",0,0,1,1,1,1,22
8,"T4",0,0,1,1,1,1,23
8,"T4",0,0,1,1,1,1,24
8,"T4",0,0,1,1,1,1,25
8,"T4",0,0,1,1,1,1,26
8,"T4",0,0,1,1,1,1,27
8,"T4",0,0,1,1,1,1,28
8,"T4",0,0,1,1,1,1,29
8,"T4",0,0,1,1,1,1,30
8,"T4",0,0,1,1,1,1,31
8,"T4",0,0,1,1,1,1,32
8,"T4",0,0,1,1,1,1,33
8,"T4",0,0,1,1,1,1,34
8,"T4",0,0,1,1,1,1,35
8,"T4",0,0,1,1,1,1,36
8,"T4",0,0,1,1,1,1,37
8,"T4",0,0,1,1,1,1,38
8,"T4",0,0,1,1,1,1,39
8,"T4",0,0,1,1,1,1,40
8,"T3",0,0,1,1,1,0,1
8,"T3",0,0,1,1,1,0,2
8,"T3",0,0,1,1,1,0,3
8,"T3",0,0,1,1,1,0,4
8,"T3",0,0,1,1,1,0,5
8,"T3",0,0,1,1,1,0,6
8,"T3",0,0,1,1,1,0,7
8,"T3",0,0,1,1,1,0,8
8,"T3",0,0,1,1,1,0,9
8,"T3",0,0,1,1,1,0,10
8,"T3",0,0,1,1,1,1,11
8,"T3",0,0,1,1,1,1,12
8,"T3",0,0,1,1,1,1,13
8,"T3",0,0,1,1,1,1,14
8,"T3",0,0,1,1,1,1,15
8,"T3",0,0,1,1,1,1,16
8,"T3",0,0,1,1,1,1,17
8,"T3",0,0,1,1,1,1,18
8,"T3",0,0,1,1,1,1,19
8,"T3",0,0,1,0,1,1,20
8,"T3",0,0,1,0,1,1,21
8,"T3",0,0,1,0,1,1,22
8,"T3",0,0,1,1,1,1,23
8,"T3",0,0,1,1,1,1,24
8,"T3",0,0,1,1,1,1,25
8,"T3",0,0,1,1,1,1,26
8,"T3",0,0,1,1,1,1,27
8,"T3",0,0,1,1,1,1,28
8,"T3",0,0,1,1,1,1,29
8,"T3",0,0,1,1,1,1,30
8,"T3",0,0,1,1,1,1,31
8,"T3",0,0,1,1,1,1,32
8,"T3",0,0,1,1,1,1,33
8,"T3",0,0,1,1,1,1,34
8,"T3",0,0,1,1,1,1,35
8,"T3",0,0,1,1,1,1,36
8,"T3",0,0,1,1,1,1,37
8,"T3",0,0,1,1,1,1,38
8,"T3",0,0,1,1,1,1,39
8,"T3",0,0,1,1,1,1,40
8,"C4",0,0,1,1,1,0,1
8,"C4",0,0,1,1,1,0,2
8,"C4",0,0,1,1,1,0,3
8,"C4",0,0,1,1,1,0,4
8,"C4",0,0,1,1,1,0,5
8,"C4",0,0,1,1,1,0,6
8,"C4",0,0,1,1,1,0,7
8,"C4",0,0,1,1,1,0,8
8,"C4",0,0,1,1,1,0,9
8,"C4",0,0,1,1,1,0,10
8,"C4",0,0,1,1,1,1,11
8,"C4",0,0,1,1,1,1,12
8,"C4",0,0,1,1,1,1,13
8,"C4",0,0,1,1,1,1,14
8,"C4",0,0,1,1,1,1,15
8,"C4",0,0,1,1,1,1,16
8,"C4",0,0,1,1,1,1,17
8,"C4",0,0,1,1,1,1,18
8,"C4",0,0,1,1,1,1,19
8,"C4",0,0,1,1,1,1,20
8,"C4",0,0,1,1,1,1,21
8,"C4",0,0,1,1,1,1,22
8,"C4",0,0,1,1,1,1,23
8,"C4",0,0,1,1,1,1,24
8,"C4",0,0,1,1,1,1,25
8,"C4",0,0,1,1,1,1,26
8,"C4",0,0,1,1,1,1,27
8,"C4",0,0,1,1,1,1,28
8,"C4",0,0,1,1,1,1,29
8,"C4",0,0,1,1,1,1,30
8,"C4",0,0,1,1,1,1,31
8,"C4",0,0,1,1,1,1,32
8,"C4",0,0,1,1,1,1,33
8,"C4",0,0,1,1,1,1,34
8,"C4",0,0,1,1,1,1,35
8,"C4",0,0,1,1,1,1,36
8,"C4",0,0,1,1,1,1,37
8,"C4",0,0,1,0,1,1,38
8,"C4",0,0,1,0,1,1,39
8,"C4",0,0,1,0,1,1,40
8,"C3",0,0,1,0,1,0,1
8,"C3",0,0,1,1,1,0,2
8,"C3",0,0,1,1,1,0,3
8,"C3",0,0,1,1,1,0,4
8,"C3",0,0,1,1,1,0,5
8,"C3",0,0,1,1,1,0,6
8,"C3",0,0,1,1,1,0,7
8,"C3",0,0,1,1,1,0,8
8,"C3",0,0,1,1,1,0,9
8,"C3",0,0,1,1,1,0,10
8,"C3",0,0,1,1,1,1,11
8,"C3",0,0,1,1,1,1,12
8,"C3",0,0,1,1,1,1,13
8,"C3",0,0,1,1,1,1,14
8,"C3",0,0,1,1,1,1,15
8,"C3",0,0,1,1,1,1,16
8,"C3",0,0,1,1,1,1,17
8,"C3",0,0,1,1,1,1,18
8,"C3",0,0,1,1,1,1,19
8,"C3",0,0,1,1,1,1,20
8,"C3",0,0,1,1,1,1,21
8,"C3",0,0,1,1,1,1,22
8,"C3",0,0,1,0,1,1,23
8,"C3",0,0,1,0,1,1,24
8,"C3",0,0,1,0,1,1,25
8,"C3",0,0,1,1,1,1,26
8,"C3",0,0,1,1,1,1,27
8,"C3",0,0,1,1,1,1,28
8,"C3",0,0,1,0,1,1,29
8,"C3",0,0,1,0,1,1,30
8,"C3",0,0,1,0,1,1,31
8,"C3",0,0,1,1,1,1,32
8,"C3",0,0,1,1,1,1,33
8,"C3",0,0,1,1,1,1,34
8,"C3",0,0,1,0,1,1,35
8,"C3",0,0,1,0,1,1,36
8,"C3",0,0,1,0,1,1,37
8,"C3",0,0,1,1,1,1,38
8,"C3",0,0,1,1,1,1,39
8,"C3",0,0,1,1,1,1,40
8,"T6",0,0,1,1,1,0,1
8,"T6",0,0,1,1,1,0,2
8,"T6",0,0,1,1,1,0,3
8,"T6",0,0,1,1,1,0,4
8,"T6",0,0,1,1,1,0,5
8,"T6",0,0,1,1,1,0,6
8,"T6",0,0,1,1,1,0,7
8,"T6",0,0,1,1,1,0,8
8,"T6",0,0,1,1,1,0,9
8,"T6",0,0,1,1,1,0,10
8,"T6",0,0,1,1,1,1,11
8,"T6",0,0,1,1,1,1,12
8,"T6",0,0,1,1,1,1,13
8,"T6",0,0,1,1,1,1,14
8,"T6",0,0,1,1,1,1,15
8,"T6",0,0,1,1,1,1,16
8,"T6",0,0,1,1,1,1,17
8,"T6",0,0,1,1,1,1,18
8,"T6",0,0,1,1,1,1,19
8,"T6",0,0,1,1,1,1,20
8,"T6",0,0,1,1,1,1,21
8,"T6",0,0,1,1,1,1,22
8,"T6",0,0,1,1,1,1,23
8,"T6",0,0,1,1,1,1,24
8,"T6",0,0,1,1,1,1,25
8,"T6",0,0,1,1,1,1,26
8,"T6",0,0,1,1,1,1,27
8,"T6",0,0,1,1,1,1,28
8,"T6",0,0,1,1,1,1,29
8,"T6",0,0,1,1,1,1,30
8,"T6",0,0,1,1,1,1,31
8,"T6",0,0,1,1,1,1,32
8,"T6",0,0,1,1,1,1,33
8,"T6",0,0,1,1,1,1,34
8,"T6",0,0,1,1,1,1,35
8,"T6",0,0,1,1,1,1,36
8,"T6",0,0,1,1,1,1,37
8,"T6",0,0,1,0,1,1,38
8,"T6",0,0,1,0,1,1,39
8,"T6",0,0,1,0,1,1,40
8,"T5",0,0,1,1,1,0,1
8,"T5",0,0,1,1,1,0,2
8,"T5",0,0,1,1,1,0,3
8,"T5",0,0,1,1,1,0,4
8,"T5",0,0,1,1,1,0,5
8,"T5",0,0,1,1,1,0,6
8,"T5",0,0,1,1,1,0,7
8,"T5",0,0,1,1,1,0,8
8,"T5",0,0,1,1,1,0,9
8,"T5",0,0,1,1,1,0,10
8,"T5",0,0,1,1,1,1,11
8,"T5",0,0,1,1,1,1,12
8,"T5",0,0,1,1,1,1,13
8,"T5",0,0,1,1,1,1,14
8,"T5",0,0,1,1,1,1,15
8,"T5",0,0,1,1,1,1,16
8,"T5",0,0,1,1,1,1,17
8,"T5",0,0,1,1,1,1,18
8,"T5",0,0,1,1,1,1,19
8,"T5",0,0,1,1,1,1,20
8,"T5",0,0,1,1,1,1,21
8,"T5",0,0,1,1,1,1,22
8,"T5",0,0,1,1,1,1,23
8,"T5",0,0,1,1,1,1,24
8,"T5",0,0,1,1,1,1,25
8,"T5",0,0,1,0,1,1,26
8,"T5",0,0,1,0,1,1,27
8,"T5",0,0,1,0,1,1,28
8,"T5",0,0,1,1,1,1,29
8,"T5",0,0,1,1,1,1,30
8,"T5",0,0,1,1,1,1,31
8,"T5",0,0,1,1,1,1,32
8,"T5",0,0,1,1,1,1,33
8,"T5",0,0,1,1,1,1,34
8,"T5",0,0,1,1,1,1,35
8,"T5",0,0,1,1,1,1,36
8,"T5",0,0,1,1,1,1,37
8,"T5",0,0,1,1,1,1,38
8,"T5",0,0,1,1,1,1,39
8,"T5",0,0,1,1,1,1,40
8,"P4",0,0,1,1,1,0,1
8,"P4",0,0,1,1,1,0,2
8,"P4",0,0,1,1,1,0,3
8,"P4",0,0,1,1,1,0,4
8,"P4",0,0,1,1,1,0,5
8,"P4",0,0,1,1,1,0,6
8,"P4",0,0,1,1,1,0,7
8,"P4",0,0,1,1,1,0,8
8,"P4",0,0,1,1,1,0,9
8,"P4",0,0,1,1,1,0,10
8,"P4",0,0,1,1,1,1,11
8,"P4",0,0,1,1,1,1,12
8,"P4",0,0,1,1,1,1,13
8,"P4",0,0,1,1,1,1,14
8,"P4",0,0,1,1,1,1,15
8,"P4",0,0,1,1,1,1,16
8,"P4",0,0,1,1,1,1,17
8,"P4",0,0,1,1,1,1,18
8,"P4",0,0,1,1,1,1,19
8,"P4",0,0,1,1,1,1,20
8,"P4",0,0,1,1,1,1,21
8,"P4",0,0,1,1,1,1,22
8,"P4",0,0,1,1,1,1,23
8,"P4",0,0,1,1,1,1,24
8,"P4",0,0,1,1,1,1,25
8,"P4",0,0,1,1,1,1,26
8,"P4",0,0,1,1,1,1,27
8,"P4",0,0,1,1,1,1,28
8,"P4",0,0,1,1,1,1,29
8,"P4",0,0,1,1,1,1,30
8,"P4",0,0,1,1,1,1,31
8,"P4",0,0,1,1,1,1,32
8,"P4",0,0,1,1,1,1,33
8,"P4",0,0,1,1,1,1,34
8,"P4",0,0,1,1,1,1,35
8,"P4",0,0,1,1,1,1,36
8,"P4",0,0,1,1,1,1,37
8,"P4",0,0,1,0,1,1,38
8,"P4",0,0,1,0,1,1,39
8,"P4",0,0,1,0,1,1,40
8,"P3",0,0,1,1,1,0,1
8,"P3",0,0,1,1,1,0,2
8,"P3",0,0,1,1,1,0,3
8,"P3",0,0,1,1,1,0,4
8,"P3",0,0,1,1,1,0,5
8,"P3",0,0,1,1,1,0,6
8,"P3",0,0,1,1,1,0,7
8,"P3",0,0,1,1,1,0,8
8,"P3",0,0,1,1,1,0,9
8,"P3",0,0,1,1,1,0,10
8,"P3",0,0,1,1,1,1,11
8,"P3",0,0,1,1,1,1,12
8,"P3",0,0,1,1,1,1,13
8,"P3",0,0,1,1,1,1,14
8,"P3",0,0,1,1,1,1,15
8,"P3",0,0,1,1,1,1,16
8,"P3",0,0,1,1,1,1,17
8,"P3",0,0,1,1,1,1,18
8,"P3",0,0,1,1,1,1,19
8,"P3",0,0,1,1,1,1,20
8,"P3",0,0,1,1,1,1,21
8,"P3",0,0,1,1,1,1,22
8,"P3",0,0,1,1,1,1,23
8,"P3",0,0,1,1,1,1,24
8,"P3",0,0,1,1,1,1,25
8,"P3",0,0,1,1,1,1,26
8,"P3",0,0,1,1,1,1,27
8,"P3",0,0,1,1,1,1,28
8,"P3",0,0,1,1,1,1,29
8,"P3",0,0,1,1,1,1,30
8,"P3",0,0,1,1,1,1,31
8,"P3",0,0,1,1,1,1,32
8,"P3",0,0,1,1,1,1,33
8,"P3",0,0,1,1,1,1,34
8,"P3",0,0,1,1,1,1,35
8,"P3",0,0,1,1,1,1,36
8,"P3",0,0,1,1,1,1,37
8,"P3",0,0,1,1,1,1,38
8,"P3",0,0,1,1,1,1,39
8,"P3",0,0,1,1,1,1,40
8,"O2",0,0,1,1,1,0,1
8,"O2",0,0,1,1,1,0,2
8,"O2",0,0,1,1,1,0,3
8,"O2",0,0,1,1,1,0,4
8,"O2",0,0,1,0,1,0,5
8,"O2",0,0,1,0,1,0,6
8,"O2",0,0,1,0,1,0,7
8,"O2",0,0,1,1,1,0,8
8,"O2",0,0,1,1,1,0,9
8,"O2",0,0,1,1,1,0,10
8,"O2",0,0,1,1,1,1,11
8,"O2",0,0,1,1,1,1,12
8,"O2",0,0,1,1,1,1,13
8,"O2",0,0,1,1,1,1,14
8,"O2",0,0,1,1,1,1,15
8,"O2",0,0,1,1,1,1,16
8,"O2",0,0,1,1,1,1,17
8,"O2",0,0,1,1,1,1,18
8,"O2",0,0,1,1,1,1,19
8,"O2",0,0,1,1,1,1,20
8,"O2",0,0,1,1,1,1,21
8,"O2",0,0,1,1,1,1,22
8,"O2",0,0,1,1,1,1,23
8,"O2",0,0,1,1,1,1,24
8,"O2",0,0,1,1,1,1,25
8,"O2",0,0,1,1,1,1,26
8,"O2",0,0,1,1,1,1,27
8,"O2",0,0,1,1,1,1,28
8,"O2",0,0,1,1,1,1,29
8,"O2",0,0,1,1,1,1,30
8,"O2",0,0,1,1,1,1,31
8,"O2",0,0,1,1,1,1,32
8,"O2",0,0,1,1,1,1,33
8,"O2",0,0,1,1,1,1,34
8,"O2",0,0,1,1,1,1,35
8,"O2",0,0,1,1,1,1,36
8,"O2",0,0,1,1,1,1,37
8,"O2",0,0,1,1,1,1,38
8,"O2",0,0,1,1,1,1,39
8,"O2",0,0,1,1,1,1,40
8,"O1",0,0,1,1,1,0,1
8,"O1",0,0,1,1,1,0,2
8,"O1",0,0,1,1,1,0,3
8,"O1",0,0,1,1,1,0,4
8,"O1",0,0,1,0,1,0,5
8,"O1",0,0,1,0,1,0,6
8,"O1",0,0,1,0,1,0,7
8,"O1",0,0,1,1,1,0,8
8,"O1",0,0,1,1,1,0,9
8,"O1",0,0,1,1,1,0,10
8,"O1",0,0,1,1,1,1,11
8,"O1",0,0,1,1,1,1,12
8,"O1",0,0,1,1,1,1,13
8,"O1",0,0,1,1,1,1,14
8,"O1",0,0,1,1,1,1,15
8,"O1",0,0,1,1,1,1,16
8,"O1",0,0,1,1,1,1,17
8,"O1",0,0,1,1,1,1,18
8,"O1",0,0,1,1,1,1,19
8,"O1",0,0,1,1,1,1,20
8,"O1",0,0,1,1,1,1,21
8,"O1",0,0,1,1,1,1,22
8,"O1",0,0,1,1,1,1,23
8,"O1",0,0,1,1,1,1,24
8,"O1",0,0,1,1,1,1,25
8,"O1",0,0,1,0,1,1,26
8,"O1",0,0,1,0,1,1,27
8,"O1",0,0,1,0,1,1,28
8,"O1",0,0,1,1,1,1,29
8,"O1",0,0,1,1,1,1,30
8,"O1",0,0,1,1,1,1,31
8,"O1",0,0,1,1,1,1,32
8,"O1",0,0,1,1,1,1,33
8,"O1",0,0,1,1,1,1,34
8,"O1",0,0,1,1,1,1,35
8,"O1",0,0,1,1,1,1,36
8,"O1",0,0,1,1,1,1,37
8,"O1",0,0,1,0,1,1,38
8,"O1",0,0,1,0,1,1,39
8,"O1",0,0,1,0,1,1,40
8,"FZ",0,0,1,1,1,0,1
8,"FZ",0,0,1,1,1,0,2
8,"FZ",0,0,1,1,1,0,3
8,"FZ",0,0,1,1,1,0,4
8,"FZ",0,0,1,1,1,0,5
8,"FZ",0,0,1,1,1,0,6
8,"FZ",0,0,1,1,1,0,7
8,"FZ",0,0,1,1,1,0,8
8,"FZ",0,0,1,1,1,0,9
8,"FZ",0,0,1,1,1,0,10
8,"FZ",0,0,1,1,1,1,11
8,"FZ",0,0,1,1,1,1,12
8,"FZ",0,0,1,1,1,1,13
8,"FZ",0,0,1,1,1,1,14
8,"FZ",0,0,1,1,1,1,15
8,"FZ",0,0,1,1,1,1,16
8,"FZ",0,0,1,1,1,1,17
8,"FZ",0,0,1,1,1,1,18
8,"FZ",0,0,1,1,1,1,19
8,"FZ",0,0,1,1,1,1,20
8,"FZ",0,0,1,1,1,1,21
8,"FZ",0,0,1,1,1,1,22
8,"FZ",0,0,1,1,1,1,23
8,"FZ",0,0,1,1,1,1,24
8,"FZ",0,0,1,1,1,1,25
8,"FZ",0,0,1,1,1,1,26
8,"FZ",0,0,1,1,1,1,27
8,"FZ",0,0,1,1,1,1,28
8,"FZ",0,0,1,1,1,1,29
8,"FZ",0,0,1,1,1,1,30
8,"FZ",0,0,1,1,1,1,31
8,"FZ",0,0,1,0,1,1,32
8,"FZ",0,0,1,0,1,1,33
8,"FZ",0,0,1,0,1,1,34
8,"FZ",0,0,1,0,1,1,35
8,"FZ",0,0,1,0,1,1,36
8,"FZ",0,0,1,0,1,1,37
8,"FZ",0,0,1,1,1,1,38
8,"FZ",0,0,1,1,1,1,39
8,"FZ",0,0,1,1,1,1,40
8,"CZ",0,0,1,1,1,0,1
8,"CZ",0,0,1,1,1,0,2
8,"CZ",0,0,1,1,1,0,3
8,"CZ",0,0,1,1,1,0,4
