"Participante","Canal","EpocaMOR","NumEpoca","Valido","Estacionario","Grupo","Etapa","Indice"
1,"Fp2",0,0,1,0,0,0,1
1,"Fp2",0,0,1,1,0,0,2
1,"Fp2",0,0,1,1,0,0,3
1,"Fp2",0,0,1,1,0,0,4
1,"Fp2",0,0,1,1,0,0,5
1,"Fp2",0,0,1,1,0,0,6
1,"Fp2",0,0,1,1,0,0,7
1,"Fp2",0,0,1,1,0,0,8
1,"Fp2",0,0,1,1,0,0,9
1,"Fp2",0,0,1,1,0,0,10
1,"Fp2",0,0,1,1,0,1,11
1,"Fp2",0,0,1,1,0,1,12
1,"Fp2",0,0,1,1,0,1,13
1,"Fp2",0,0,1,1,0,1,14
1,"Fp2",0,0,1,1,0,1,15
1,"Fp2",0,0,1,1,0,1,16
1,"Fp2",0,0,1,1,0,1,17
1,"Fp2",0,0,1,1,0,1,18
1,"Fp2",0,0,1,1,0,1,19
1,"Fp2",0,0,1,1,0,1,20
1,"Fp1",0,0,1,0,0,0,1
1,"Fp1",0,0,1,1,0,0,2
1,"Fp1",0,0,1,1,0,0,3
1,"Fp1",0,0,1,1,0,0,4
1,"Fp1",0,0,1,1,0,0,5
1,"Fp1",0,0,1,1,0,0,6
1,"Fp1",0,0,1,1,0,0,7
1,"Fp1",0,0,1,1,0,0,8
1,"Fp1",0,0,1,1,0,0,9
1,"Fp1",0,0,1,1,0,0,10
1,"Fp1",0,0,1,0,0,1,11
1,"Fp1",0,0,1,0,0,1,12
1,"Fp1",0,0,1,0,0,1,13
1,"Fp1",0,0,1,1,0,1,14
1,"Fp1",0,0,1,1,0,1,15
1,"Fp1",0,0,1,1,0,1,16
1,"Fp1",0,0,1,1,0,1,17
1,"Fp1",0,0,1,1,0,1,18
1,"Fp1",0,0,1,1,0,1,19
1,"Fp1",0,0,1,1,0,1,20
1,"F8",0,0,1,0,0,0,1
1,"F8",0,0,1,1,0,0,2
1,"F8",0,0,1,1,0,0,3
1,"F8",0,0,1,1,0,0,4
1,"F8",0,0,1,1,0,0,5
1,"F8",0,0,1,1,0,0,6
1,"F8",0,0,1,1,0,0,7
1,"F8",0,0,1,1,0,0,8
1,"F8",0,0,1,1,0,0,9
1,"F8",0,0,1,1,0,0,10
1,"F8",0,0,1,0,0,1,11
1,"F8",0,0,1,0,0,1,12
1,"F8",0,0,1,0,0,1,13
1,"F8",0,0,1,0,0,1,14
1,"F8",0,0,1,0,0,1,15
1,"F8",0,0,1,0,0,1,16
1,"F8",0,0,1,1,0,1,17
1,"F8",0,0,1,1,0,1,18
1,"F8",0,0,1,1,0,1,19
1,"F8",0,0,1,1,0,1,20
1,"F7",0,0,1,1,0,0,1
1,"F7",0,0,1,1,0,0,2
1,"F7",0,0,1,1,0,0,3
1,"F7",0,0,1,1,0,0,4
1,"F7",0,0,1,1,0,0,5
1,"F7",0,0,1,1,0,0,6
1,"F7",0,0,1,1,0,0,7
1,"F7",0,0,1,1,0,0,8
1,"F7",0,0,1,1,0,0,9
1,"F7",0,0,1,1,0,0,10
1,"F7",0,0,1,0,0,1,11
1,"F7",0,0,1,0,0,1,12
1,"F7",0,0,1,0,0,1,13
1,"F7",0,0,1,1,0,1,14
1,"F7",0,0,1,1,0,1,15
1,"F7",0,0,1,1,0,1,16
1,"F7",0,0,1,1,0,1,17
1,"F7",0,0,1,1,0,1,18
1,"F7",0,0,1,1,0,1,19
1,"F7",0,0,1,1,0,1,20
1,"F4",0,0,1,1,0,0,1
1,"F4",0,0,1,1,0,0,2
1,"F4",0,0,1,1,0,0,3
1,"F4",0,0,1,1,0,0,4
1,"F4",0,0,1,1,0,0,5
