"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",3,0.000510199213737876,0.000914986001564122,0.000809077723957841,0.00139644148727215,0.000707268698454105,0.431532543439961,0,1
"Fp1",3,0.000513918825295339,0.000924324214250049,0.000788503520977524,0.00133255751681351,0.000704163184185483,11.4299260837377,0,1
"F8",3,0.00043828155037935,0.000819485494125752,0.000804747067202603,0.00160333246064045,0.000672556643076313,0.071814622353451,0,1
"F7",3,0.000569470449148156,0.00100327355523074,0.0008339371937,0.00127249168873945,0.000566925799025087,1.61057689027007,0,1
"F4",3,0.00047866682048606,0.000872758347243919,0.000802633590287044,0.00146109327620877,0.000755977818404962,0.155771523648702,0,1
"F3",3,0.000467689071351389,0.00085942215427028,0.0008116532243414,0.0014499334735864,0.000774966432997816,0.0687853744123919,0,1
"T4",3,0.000456028389139652,0.000848886828572027,0.000819805050867729,0.00156966678436154,0.000672984169280857,0.0540031414772664,0,1
"T3",3,0.000452696368902059,0.000847862684923386,0.000829504755039904,0.0015666173655872,0.000663496753397773,0.0373732505670357,0,1
"C4",3,0.000475630439289322,0.000884048401046099,0.000850873725018061,0.001530814388724,0.000646544095995501,0.0928929332663795,0,1
"C3",3,0.000470103379865415,0.00087398724275241,0.000841208585236586,0.00153281511370614,0.000670167735901135,0.0868793140258501,0,1
"T6",3,0.000430347716720148,0.000815153775262583,0.000816398057786598,0.00163632320534838,0.000674894408608563,0.0369128717342153,0,1
"T5",3,0.000412169249641195,0.000784613512727955,0.000798643426578843,0.00164439508121969,0.000715348526334456,0.0269066826048788,0,1
"P4",3,0.000434599399706796,0.000820165700585607,0.000815648416304899,0.00160819281524625,0.000700995907623353,0.079690447050656,0,1
"P3",3,0.000427588911623218,0.000806125186813312,0.000800732874288342,0.00160209684691888,0.000745775209877983,0.0651624132618568,0,1
"O2",3,0.000456838811314856,0.000855049502216112,0.000842965116732169,0.00163973518288834,0.000589449408894774,0.0705547186964587,0,1
"O1",3,0.000441222493801025,0.000827097326385417,0.000817368569550467,0.00165115442324349,0.000660274948389395,0.0686210873433835,0,1
"FZ",3,0.000667918012217268,0.00118118118442446,0.00100433948346382,0.00117300971345304,0.000160937117708079,0.809997842630483,0,1
"CZ",3,0.000490216447603153,0.000908284514594,0.000871217913184806,0.00152673493036308,0.000592677770438132,0.124403369462759,0,1
"PZ",3,0.000460937011439849,0.000865598256907614,0.000848143317406066,0.00159304584587517,0.000613451311263773,0.101495959205579,0,1
"LOG",3,0.000721623794230043,0.00120659313209914,0.000871640540229476,0.00111752777709758,0.00037694459754733,2.10140390261068,0,1
"ROG",3,0.000633430232105224,0.00108752865398202,0.000856821547707764,0.00128193331399306,0.00043902283401586,1.29069274995513,0,1
"EMG",3,0.000152902352471345,0.000302170332922051,0.000354730481533179,0.00109831764975713,0.00173385584114257,9.65988819134624e-05,0,1
"Fp2",3,0.000654877001593131,0.0011510255438472,0.00096638439080529,0.00113834996734435,0.000251269756154298,0.907970840568339,0,0
