"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp1",3,0.000652647317541625,0.00114561883220718,0.00096030037617702,0.00113820379335047,0.000266519909394265,0.738066660832034,0,0
"F8",3,0.000604946064583044,0.00104948788878482,0.000859555514923431,0.00116503102438649,0.000513831785119881,0.820430984537168,0,0
"F7",3,0.000637926733852348,0.00114086786358741,0.00099972130093799,0.001241559812921,0.000235424513519794,0.311748946345785,0,0
"F4",3,0.000587050735864739,0.00106160260394019,0.000970563248230152,0.00135284171405818,0.00029187056546885,0.494365325373515,0,0
"F3",3,0.000576081738262579,0.00104197686811522,0.00095721907387533,0.00136781716225397,0.000332232869816353,0.39892635279447,0,0
"T4",3,0.00048248582622715,0.000923073913475608,0.000941480834574631,0.00163426158959842,0.000286878992749592,0.1179776362653,0,0
"T3",3,0.000511760664908554,0.000959922981800478,0.000948424516064225,0.00157374419493376,0.000291977090341245,0.148916210326255,0,0
"C4",3,0.000525607464030907,0.000973066370443409,0.000946562428190195,0.00154262673708129,0.00032277259828595,0.356915682368956,0,0
"C3",3,0.000518094545815342,0.000957101996094679,0.000929618856092684,0.00155105910689805,0.00035808946001449,0.374602924522161,0,0
"T6",3,0.000481767730479202,0.000910626961081244,0.000921788305227729,0.00164853130111315,0.000328273659046929,0.126163069080572,0,0
"T5",3,0.000444601293446246,0.000846245583803342,0.000878500647265675,0.00174154666034222,0.000389785983226043,0.102467632783102,0,0
"P4",3,0.000485490785265379,0.00090681982303509,0.000905164816559173,0.00162300609478791,0.00039685631543336,0.266919781503755,0,0
"P3",3,0.000465597784827759,0.000873038275366827,0.000878419160414886,0.00165576901232964,0.000449206376890766,0.224986376891593,0,0
"O2",3,0.000507620625117284,0.000947008396702728,0.00093111755369301,0.00157658694406037,0.000328177815456446,0.219729906966821,0,0
"O1",3,0.000496070281593014,0.000924815450522075,0.000910884826105789,0.00159283793298118,0.000385744778689739,0.214201803549877,0,0
"FZ",3,0.000578889855981713,0.00104842977919199,0.000976269178415645,0.00145389434289878,0.000238507247550002,0.488375438194293,0,0
"CZ",3,0.000549321405202472,0.00100888008242822,0.000962277136293579,0.00147730898683934,0.000313150630360921,0.561764375581676,0,0
"PZ",3,0.000509263054813933,0.000945701496863849,0.000926071651100288,0.00157589160718843,0.00035662682118398,0.381003472457922,0,0
"LOG",3,0.0007271866730767,0.00125874523945873,0.00100429794208873,0.00102550270209416,0.000142275144574361,0.828363352354248,0,0
"ROG",3,0.000666678737352745,0.00117512176730871,0.000983600323173071,0.00120407323417939,0.000163340295830495,0.445066157747476,0,0
"EMG",3,0.000142956215899619,0.000286207800465883,0.000357495733892311,0.00113092287837097,0.00180384230369654,7.80248274713341e-05,0,0
