"Canal","Participante","Delta","Theta","Alfa","Beta","Gamma","Varianza","Grupo","Etapa"
"Fp2",4,0,0,0,0,0,0.386226927517168,0,1
"Fp1",4,0,0,0,0,0,0.29507403663906,0,1
"F8",4,0,0,0,0,0,0.153130938480379,0,1
"F7",4,0,0,0,0,0,0.0989954744403932,0,1
"F4",4,0,0,0,0,0,0.191093645317888,0,1
"F3",4,0,0,0,0,0,0.16506842925507,0,1
"T4",4,0,0,0,0,0,0.0280365504908714,0,1
"T3",4,0,0,0,0,0,0.0354472609159834,0,1
"C4",4,0,0,0,0,0,0.0615537057049739,0,1
"C3",4,0,0,0,0,0,0.0543316863652954,0,1
"T6",4,0,0,0,0,0,0.0118562861697007,0,1
"T5",4,0,0,0,0,0,0.0158346568996545,0,1
"P4",4,0,0,0,0,0,0.0315538571239908,0,1
"P3",4,0,0,0,0,0,0.0309829351370396,0,1
"O2",4,0,0,0,0,0,0.0216367225957823,0,1
"O1",4,0,0,0,0,0,0.018133194072482,0,1
"FZ",4,0,0,0,0,0,0.226565729229099,0,1
"CZ",4,0,0,0,0,0,0.0853369989253866,0,1
"PZ",4,0,0,0,0,0,0.0693342753173618,0,1
"LOG",4,0,0,0,0,0,1.29748356316476,0,1
"ROG",4,0,0,0,0,0,1.18610472560353,0,1
"EMG",4,NA,NA,NA,NA,NA,NA,0,1
"Fp2",4,0,0,0,0,0,0.181864073082815,0,0
"Fp1",4,0,0,0,0,0,0.275657754124546,0,0
"F8",4,0,0,0,0,0,0.0508961137446705,0,0
"F7",4,0,0,0,0,0,0.612800680083636,0,0
"F4",4,0,0,0,0,0,0.199272233232651,0,0
"F3",4,0,0,0,0,0,1.14256831917181,0,0
"T4",4,0,0,0,0,0,0.0353714810663508,0,0
"T3",4,0,0,0,0,0,0.326135334270358,0,0
"C4",4,0,0,0,0,0,0.185381651035029,0,0
"C3",4,0,0,0,0,0,0.268956657468435,0,0
"T6",4,0,0,0,0,0,0.0420194012977589,0,0
"T5",4,0,0,0,0,0,0.0526933040158189,0,0
"P4",4,0,0,0,0,0,0.182110002243852,0,0
"P3",4,0,0,0,0,0,0.212037218663277,0,0
"O2",4,0,0,0,0,0,0.152058273719485,0,0
"O1",4,0,0,0,0,0,0.11573374584871,0,0
"FZ",4,0,0,0,0,0,0.453432430076773,0,0
"CZ",4,0,0,0,0,0,0.15016034044239,0,0
"PZ",4,0,0,0,0,0,1.81091486977521,0,0
"LOG",4,0,0,0,0,0,0.121936695161028,0,0
"ROG",4,0,0,0,0,0,0.0887029130483253,0,0
"EMG",4,NA,NA,NA,NA,NA,NA,0,0
